city_name;cdek_id;region_name;regionCode;subRegion;kladr;paymentLimit
"Павловы Озера";24009;"Московская обл.";9;" Истринский р-н";-1
Новоджерелиевское;24400;"Краснодарский край";7;;-1
Новорямово;24523;"Тюменская обл.";52;;0
Алябьевский;24230;"Тверская обл.";50;;0
"Старая Дуваново";24210;"Татарстан респ.";39;;0
Луч;32739;"Саратовская обл.";47;;0
Камышовка;34401;"Ленинградская обл.";26;" Выборгский р-н";-1
Спиченково;34487;"Кемеровская обл.";54;;-1
Строгановка;34435;"Крым респ.";90;" Симферопольский р-н";-1
Липовское;34569;"Свердловская обл.";24;;-1;Asia/Yekaterinburg
Ницинское;34584;"Свердловская обл.";24;;-1
Исмайлово;34726;"Башкортостан респ.";27;;0;Asia/Yekaterinburg
Алексеевка;38033;"Алтай респ.";25;" Благовещенский р-н";0
Челядиново;38053;"Крым респ.";90;;-1
Элин-Юрт;38078;"Чеченская респ.";71;;0;Europe/Moscow
Кондик;43413;"Дагестан респ.";21;" Хивский р-н";0;Europe/Moscow
Барсуки;43420;"Псковская обл.";30;" Локнянский р-н";0
"Сосновый бор";43707;"Московская обл.";9;" Раменский р-н";-1;Europe/Moscow
"Белый берег";43708;"Московская обл.";9;" Раменский р-н";-1
Пятряевка;43131;"Нижегородская обл.";67;;-1
Молодёжное;43751;"Ленинградская обл.";26;" Курортный р-н";-1;Europe/Moscow
"Нахабино Ясное";43504;"Московская обл.";9;;-1;Europe/Moscow
Бахирево;43259;"Амурская обл.";56;;0
Калинино;45273;"Тверская обл.";50;" Александро-Невский р-н";0;Europe/Moscow
Николо-Берёзовское;45571;"Башкортостан респ.";27;;-1;Asia/Yekaterinburg
"Крутые Ключи";45594;"Самарская обл.";57;;-1
Харьковское;45422;"Ставропольский край";19;" Кочубеевский р-н";0;Europe/Moscow
Рогочев;45033;"Краснодарский край";7;" Кавказский р-н";-1
"Николая Островского";45390;"Краснодарский край";7;;-1
"Сторожи 1-е";45408;"Краснодарский край";7;;-1
"Новый Снопок";45674;"Московская обл.";9;;-1;Europe/Moscow
Каясула;45294;"Ставропольский край";19;;0;Europe/Moscow
"Совхоз Нижнедевицкий";47737;"Воронежская обл.";63;;0
Новоивановское;47574;"Тверская обл.";50;" Кимрский р-н";0;Europe/Moscow
Раздолье;47634;"Воронежская обл.";63;" Новоусманский р-н";0;Europe/Moscow
Власово;47589;"Московская обл.";9;" гор. округ Павловский Посад";-1
Лыщиково;47784;"Московская обл.";9;" г Руза";-1
"Юмагузино 2-е";47099;"Оренбургская обл.";5;;0
Воскресенское;50973;"Ярославская обл.";35;" Некоузский р-н";0
"5-ая Пятилетка";50981;"Тульская обл.";37;" Узловая";-1;Europe/Moscow
Новосьяново;51103;"Московская обл.";9;" Домодедовский р-н";-1
"пгт Сосновка";51129;"Чувашия респ.";64;;0
"ЖК Люберцы";50878;"Московская обл.";9;" гор.окр. Люберцы";-1;Europe/Moscow
Шишино;50821;"Свердловская обл.";24;" Таборинский р-н";0
Гизель-Дере;50658;"Краснодарский край";7;;-1;Europe/Moscow
Садовое;50490;"Дагестан респ.";21;;0;Europe/Moscow
"Станция Старица";51344;"Тверская обл.";50;;0
Ольховка;52868;"Пермский край";22;" Добрянский р-н";0
Голубята;52911;"Пермский край";22;" Добрянский р-н";0;Asia/Yekaterinburg
Некрасовский;52403;"Краснодарский край";7;" Приморско-Ахтарский р-н";-1
Урыв-Покровк;52127;"Воронежская обл.";63;;0;Europe/Moscow
Обманка-Вторая;52822;"Пермский край";22;;0
Петровский;52193;"Татарстан респ.";39;;-1
Хабиятль;52442;"Дагестан респ.";21;;0
"массив Келколово-3";54653;"Ленинградская обл.";26;" Кировский р-н";0;Europe/Moscow
"СНТ Центр";54656;"Ленинградская обл.";26;" Выборгский р-н";0
"Прикубанский (Анастасиевское поселение)";54700;"Красноводская обл.";537;;-1
Бельтирское;54352;"Хакасия респ.";74;" Аскизский р-н";0;Asia/Krasnoyarsk
"им Владимира Ильича";54945;"Алтай респ.";25;" Суетский р-н";0
Алферово;55050;"Московская обл.";9;" Егорьевский р-н";-1
Киселевк;54499;"Смоленская обл.";65;" Смоленский р-";-1
Зайцево;54416;"Алтай респ.";25;" Тальменский р-н";0
Эвдык;54248;"Калмыкия респ.";46;;0;Europe/Moscow
"д/о Барыбино";57652;"Московская обл.";9;" г Домодедово";-1;Europe/Moscow
ДЭУ-119;57657;"Московская обл.";9;" Солнечногорский р-н";-1
Эра;57662;"Московская обл.";9;" Шатурский р-н";-1
Ягодка;57664;"Московская обл.";9;" Шатурский р-н";-1
"д/о Бекасово";57651;"Московская обл.";9;" Наро-Фоминский р-н";-1
Волохово;57082;"Московская обл.";9;" Луховицкий р-н";-1;Europe/Moscow
Волченки;57089;"Московская обл.";9;" Наро-Фоминский р-н";-1
"Зеленая Дача";57790;"Московская обл.";9;" Егорьевский р-н";-1;Europe/Moscow
Гольево;57540;"Московская обл.";9;" Красногорский р-н";-1;Europe/Moscow
Гавриловская;57378;"Московская обл.";9;" Шатурский р-н";-1
Замятино;57817;"Московская обл.";9;" Зарайский р-н";-1
Жданово;57726;"Московская обл.";9;" Подольский р-н";-1
Саратан;57199;"Алтайский край";2;" Улаганский р-н";0
"дп сдт Крона";58665;"Московская обл.";9;" Шатурский р-н";-1
"дп сдт Машиностроитель";58670;"Московская обл.";9;" Шатурский р-н";-1;Europe/Moscow
"дп сдт Мечта-2";58675;"Московская обл.";9;" Шатурский р-н";-1
Лазарево;58780;"Московская обл.";9;" Егорьевский р-н";-1
Ларино;58787;"Московская обл.";9;" Серебряно-Прудский р-н";-1;Europe/Moscow
Кальцево;58585;"Московская обл.";9;" Волоколамский р-н";-1
Карманово;58618;"Московская обл.";9;" Зарайский р-н";-1;Europe/Moscow
"дп сдт МУСПЭМ-191";58692;"Московская обл.";9;" Шатурский р-н";-1
"дп сдт Надежда";58696;"Московская обл.";9;" Шатурский р-н";-1
"дп сдт Весна-3";58643;"Московская обл.";9;" Шатурский р-н";-1
"дп сдт Генетик";58651;"Московская обл.";9;" Шатурский р-н";-1
"дп сдт Березка-2";58642;"Московская обл.";9;" Шатурский р-н";-1
"дп сдт Загорье";58657;"Московская обл.";9;" Шатурский р-н";-1
"ст Ленинская";58735;"Московская обл.";9;" г Домодедово";-1
"дп сдт Квант";58661;"Московская обл.";9;" Шатурский р-н";-1
Никитино;59579;"Московская обл.";9;" Зарайский р-н";-1
Никитинская;59582;"Московская обл.";9;" Шатурский р-н";-1
Николаевка;59587;"Московская обл.";9;" рп Серебряные Пруды";-1;Europe/Moscow
ММС;59125;"Московская обл.";9;" Солнечногорский р-н";-1
Лузгарино;59183;"Московская обл.";9;" Шатурский р-н";-1;Europe/Moscow
Лунево;59188;"Московская обл.";9;" Солнечногорский р-н";-1
Митино;59081;"Московская обл.";9;" Павлово-Посадский р-н";-1
"МИС 2-го участка";59075;"Московская обл.";9;" Подольский р-н";-1
Мисцево;59078;"Московская обл.";9;" Дороховский ";-1
Лысково;59213;"Московская обл.";9;" Рузский р-н";-1;Europe/Moscow
Нащекино;59433;"Московская обл.";9;" Чеховский р-н";-1
Кривое;59501;"Алтай респ.";25;" Панкрушихинский р-н";0
Сенькино;60296;"Московская обл.";9;" Ильинское с/п";-1
Сенькино-3;60301;"Московская обл.";9;" Подольский р-н";-1
Славино;60318;"Московская обл.";9;" Мытищинский р-н";-1
Семеновская;60239;"Московская обл.";9;" Егорьевский р-н";-1;Europe/Moscow
Родионово;60249;"Московская обл.";9;" Егорьевский р-н";-1
"свх Подольский";60420;"Московская обл.";9;" д. Матвеевское";-1
"свх Солнечное";60424;"Московская обл.";9;" Солнечногорский р-н";-1
Ряхово;60219;"Московская обл.";9;" Зарайский р-н";-1
"свх Красковский";60233;"Московская обл.";9;" Раменский р-н";-1
"Подушкино Новое";60201;"Московская обл.";9;" Сергиево-Посадский р-н";-1;Europe/Moscow
Сохино;60379;"Московская обл.";9;" Зарайский р-н";-1;Europe/Moscow
Спас-Торбеево;60390;"Московская обл.";9;" Сергиево-Посадский р-н";-1
Прохорово;60100;"Московская обл.";9;" Егорьевский р-н";-1
"свх Первый";60419;"Московская обл.";9;" Ногинский р-н";-1
Максимовка;61202;"Московская обл.";9;" Богатовский р-н";-1
Торбеево;61224;"Курская обл.";62;" Малоярославецкий р-н";0
Якшино;61569;"Московская обл.";9;" г Зарайск";-1
Якшино;61571;"Московская обл.";9;" г Озеры";-1;Europe/Moscow
Молодежный;61324;"Томская обл.";53;" Каргасокский р-н";0;Asia/Tomsk
Высоково;61399;"Ярославская обл.";35;" Борисоглебский р-н";0
Ширяево;61295;"Московская обл.";9;" Волоколамский р-н";-1
Марушка;61482;"Алтай респ.";25;" Целинный р-н";0
Якшино;61573;"Московская обл.";9;" г Чехов";-1
Ядрово;61548;"Московская обл.";9;" рп Шаховская";-1
Захаровская;63333;"Архангельская обл.";66;" Вельский р-н";0
Анино;63501;"Владимирская обл.";17;" Петушинский р-он";0;Europe/Moscow
"Прилук (Пежемское М.О.)";63366;"Архангельская обл.";66;" Вельский р-н";0;Europe/Moscow
Чусовое;63286;"Свердловская обл.";24;" Шалинский р-н";0
Ивановка;63468;"Ульяновская обл.";70;;0;Europe/Ulyanovsk
Погребы;63478;"Ульяновская обл.";70;;0;Europe/Ulyanovsk
Пушкино;75165;"Мордовия респ.";68;" Октябрьский р-н";0
Октябрьский;75033;"Московская обл.";9;" гор. округ Ступино";-1;Europe/Moscow
Андреевка;75139;"Саратовская обл.";47;" Марксовский район";0;Europe/Saratov
Ильичевка;74996;"Ростовская обл.";45;" Новошахтинск";0;Europe/Moscow
Жеребьятево;75107;"Вологодская обл.";51;;-1
Заозерье;75109;"Вологодская обл.";51;;-1;Europe/Moscow
Каликино;75113;"Вологодская обл.";51;;-1
Барсуково;75097;"Вологодская обл.";51;;-1
Демьяново;75105;"Вологодская обл.";51;;-1
Крутцы;75690;"Нижегородская обл.";67;" Ветлужский р-н";0;Europe/Moscow
Тягун;75694;"Алтайский край";2;" Заринский р-н";0
Перхово;75697;"Тверская обл.";50;" Удомельский р-н";0;Europe/Moscow
"Лосиный остров-2";75610;"Московская обл.";9;" Щелковский район";-1
Чичерино;75668;"Тамбовская обл.";58;" Токаревский р-н";0
"Аэропорт 2";75688;"Самарская обл.";57;;0
Северный;75639;"Челябинская обл.";3;" Нагайбакский р-н";0;Asia/Yekaterinburg
Грибаново;75617;"Тверская обл.";50;" Бельский р-н";0;Europe/Moscow
"Старые Киешки Кармаскалинский р-н";75759;"Башкортостан респ.";27;;0
"Старый Токмак";75728;"Татарстан респ.";39;;-1
Игнатьево;76097;"Московская обл.";9;" Коломенский р-н";-1
Вадино;76132;"Смоленская обл.";65;;0;Europe/Moscow
"Поплавский пос.";76705;"Самарская обл.";57;;0
Заярский;76647;"Иркутская обл.";4;;-1
Текотово;76721;"Костромская обл.";42;" Судиславский р-н";0;Europe/Moscow
Владимировка;76755;"Воронежская обл.";63;" Верхнехавский р-н";-1
Липяги;76594;"Пензенская обл.";69;" Спасский район";-1
"Центральной усадьбы опытной станции ВНИИМК";76681;"Краснодарский край";7;;0
"Красная Горка";77712;"Карелия респ.";73;" Сортавальский р-н";-1
"Участка N1 свх Сортавальский";77714;"Карелия респ.";73;" Сортавальский р-н";-1
Заречье;77716;"Карелия респ.";73;" Сортавальский р-н";-1;Europe/Moscow
Новосельское;77867;"Алтайский край";2;" Бурлинский р-н";0
"Малая ремизионка";77869;"Оренбургская обл.";5;" Тоцкий р-н";0;Asia/Yekaterinburg
Черновка;77847;"Новосибирская обл.";23;" Кыштовский р-н";0
Юловский;77848;"Ростовская обл.";45;" Сальский р-н";0;Europe/Moscow
Уусикюля;77733;"Карелия респ.";73;" Сортавальский р-н";-1
Рауталахти;77741;"Карелия респ.";73;" Питкярантский р-н";-1
"Затон Исакогорка";77678;"Архангельская обл.";66;" Архангельск";-1;Europe/Moscow
"с.Санатория Алкино";77829;"Башкортостан респ.";27;"Чишминский р-н";-1
Мийнала;77752;"Карелия респ.";73;" Лахденпохский р-н";-1
Дубасово;77881;"Пензенская обл.";69;" Сердобский р-он";0
"Кама пос.";77858;"Татарстан респ.";39;;-1
"Ставропольский лесхоз";78774;"Самарская обл.";57;;0
Шишкино;78781;"Липецкая обл.";60;" Чаплыгинский р-н";0
Крылов;78793;"Ростовская обл.";45;" Заветинский р-н";0
Заречье;78805;"Тамбовская обл.";58;" Сосновский р-н";0
"Максима Горького";78700;"Краснодарский край";7;" Приморско-Ахтарский р-н";-1;Asia/Tehran
Уллубиево;78715;"Дагестан респ.";21;" Карабудахкентский р-н";0;Europe/Moscow
Григорово;78625;"Новгородская обл.";31;" Старорусский р-н";0;Europe/Moscow
"Добровольный Хутор";78706;"Краснодарский край";7;" Приморско-Ахтарский р-н";-1
Ляховичи;78636;"Новгородская обл.";31;" Старорусский р-н";0
Соколово;78672;"Новгородская обл.";31;" Старорусский р-н";0
Кривец;78635;"Новгородская обл.";31;" Старорусский р-н";0
"Юрятино. Конаковский р-н";79341;"Тверская обл.";50;;0
Фоминка;79185;"Ростовская обл.";45;" Миллеровский р-н";0
Ярцево;79186;"Смоленская обл.";65;" Ярцевский р-н";0
Предгорное;79190;"Кабардино-Балкарская респ.";78;" Моздокский р-н";0
Ново-Бродовский;79431;"Пермский край";22;" г. Пермь";0
"Новое Ибрайк";79470;"Татарстан респ.";39;" Аксубаевский р-н";0
Гвардейский;79471;"Тульская обл.";37;" Киреевский р-н";0
Сайраново;79473;"Башкортостан респ.";27;" Чишминский р-н";0
Зубово;79510;"Нижегородская обл.";67;" Семеновский р-н";0
Ермолаево;79537;"Красноярский край";13;;0
Подгорный;79538;"Красноярский край";13;;0
Белый-Ю;79553;"Коми респ.";1;" Печорский р-н";0
Камышено;79571;"Новосибирская обл.";23;" Татарский р-н";0
Тимашовка;79574;"Республика Крым";538;" Красногвардейский р-н";0
Емар;79580;"Приморский край";18;;0
Елшанка;79590;"Самарская обл.";57;" Красноярский р-н";0
Кизнер-село;79643;"Удмуртия респ.";48;" Кизнерский р-н";0
"Деревня имени ТатЦИКа";79657;"Татарстан респ.";39;" Пестречинский р-н";0
Наумово;79377;"Владимирская обл.";17;" Александровский р-н";0
Одина;79125;"Пермский край";22;" Пермский р-н";-1
"Ольховка Заболотской";79126;"Пермский край";22;" Пермский р-н";-1
Чаппангда;13977;"Саха респ. (Якутия)";10;;0
Фёдоровский;14630;"Ханты-Мансийский авт. округ";11;" Сургутский р-н";-1
"Совхоз Мамадышский";14636;"Татарстан респ.";39;;0;Europe/Moscow
Энергетик;14645;"Оренбургская обл.";5;;-1
"Кирпичного завода поселок";14811;"Астраханская обл.";34;;-1;Europe/Astrakhan
"Выборгский пос";14817;"Ленинградская обл.";26;" Выборгский р-н";-1
Варваровка;14410;"Краснодарский край";7;;-1
Оганер;14429;"Красноярский край";13;;-1;Asia/Krasnoyarsk
Каспля;14465;"Смоленская обл.";65;;-1
"Калинина им пос.";14823;"Ленинградская обл.";26;" Выборг";-1
Гвардейский;14828;"Ленинградская обл.";26;" Выборгский район";-1
"Коса Чушка";14907;"Краснодарский край";7;;-1;Europe/Moscow
"Месторождение Верхне-Шапшинское";14691;"Ханты-Мансийский авт. округ";11;;0
Никольское;14920;"Астраханская обл.";34;;0
Тарусино;14408;"Краснодарский край";7;;-1
Рязанский;14495;"Московская обл.";9;;-1
Семено-Макаровский;16747;"Адыгея респ.";61;" Шовгеновский р-н";-1;Europe/Moscow
"Тайга пос";16404;"Приморский край";18;" Дальнегорский округ";0
Исаково;16301;"Московская обл.";9;" пос. Михайлово-Ярцевское";-1
Киша;16642;"Адыгея респ.";61;" Майкопский р-н";-1
Юрово;16378;Москва;81;" Троицкий адм. округ";-1
Хрустальный;16014;"Свердловская обл.";24;;-1
"Мичуринец ДСК";16226;Москва;81;;-1
РМЗ;16901;"Челябинская обл.";3;;-1
Ширманиха;22886;"Владимирская обл.";17;;-1;Europe/Moscow
Энергетиков;22895;"Свердловская обл.";24;" Серовский р-н";-1
Гидролизный;22913;"Свердловская обл.";24;;-1
"Поселок РТС";22880;"Владимирская обл.";17;;-1
Масловский;24559;"Воронежская обл.";63;" Новоусманский р-н";-1;Europe/Moscow
Казачек;30091;"Белгородская обл.";16;" Грайворонский район";0
Дубки;30001;"Белгородская обл.";16;" Красногвардейский район";-1
Пролесок;30595;"Белгородская обл.";16;" Валуйский район";-1
Светлогорское;31329;"Краснодарский край";7;;-1
Кубань;32849;"Краснодарский край";7;" Гулькевиский р-н";-1
"Имени Карла Маркса";33516;"Владимирская обл.";17;;0;Europe/Moscow
Бологое;33266;"Омская обл.";15;;0
Городок-17;33630;"Московская обл.";9;" Одинцовский р-н";-1;Europe/Moscow
Таборы;33687;"Свердловская обл.";24;" Таборинский р-н";0
Артюшенко;33637;"Краснодарский край";7;;-1
Ильинский;34055;"Нижегородская обл.";67;;0
Марьяж;34153;"Челябинская обл.";3;;-1
"Павловское сельское поселение";36980;"Архангельская обл.";66;" посёлок Пригородный";0;Europe/Moscow
"хутор Ленина";37011;"Краснодарский край";7;" Тимашевский район";-1
Октябрьский;36582;"Челябинская обл.";3;" гор. округ Копейск";-1
"Красный (Южное сельское поселение)";35828;"Краснодарский край";7;;-1;Europe/Moscow
Верхнесадовое;37270;"Крым респ.";90;;-1;Europe/Simferopol
Мис;38322;"Московская обл.";9;" Подольский р-н";-1;Europe/Moscow
Коледино;38327;"Московская обл.";9;" Подольский р-н";-1
Половинка;38329;"Пермский край";22;" Чусовской р-н";-1
Фёдоровка;38334;"Крым респ.";90;" Раздольненский р-н";0
"Курорт Медвежье Озеро";39094;"Курганская обл.";28;;0
Староперуново;39107;"Алтай респ.";25;;0
"Сорочий лог";39121;"Алтай респ.";25;;0
"Новый Куруш";40846;"Дагестан респ.";21;" Хасавюртовский р-н";0
Заболотье;42525;"Московская обл.";9;" гор. округ Домодедово";-1;Europe/Moscow
Заячий-Холм;42566;"Ярославская обл.";35;;0;Europe/Moscow
Николаевка;42314;"Алтай респ.";25;" Петропавловский р-н";0
Федорцово;45009;"Московская обл.";9;" Сергиево-Посадский р-н";-1;Europe/Moscow
"Новое Юдино";44961;"Татарстан респ.";39;;-1
Тайново;46401;"Нижегородская обл.";67;" гор.окр. Бор";-1
Кедровка;46659;"Свердловская обл.";24;" гор. окр. Кушвинский";-1;Asia/Yekaterinburg
Мостовая;46661;"Свердловская обл.";24;" гор. окр. Кушвинский";-1
Новостроево;47038;"Калининградская обл.";38;" гор. окр. Озёрский";0;Europe/Kaliningrad
Каменка;46321;"Свердловская обл.";24;" гор. окр Режевский";-1
Космаково;46332;"Свердловская обл.";24;;-1
Сычёвка;46347;"Амурская обл.";56;" Свободненский р-н";0;Asia/Yakutsk
Алексеевка;46410;"Московская обл.";9;" гор. окр. Истра";-1
Колодкино;46590;"Московская обл.";9;" гор.окр. Рузский";-1
Якушка;46513;"Ульяновская обл.";70;;0
"Центрального отделения с-за имени Ильича";49662;"Рязанская обл.";41;;0
Чишмабаш;49667;"Оренбургская обл.";5;;0
"Индустриальный парк";49690;"Тульская обл.";37;" Узловая ";-1
Южный;49314;"Московская обл.";9;" гор. окр. Зарайск";-1
Набережный;49329;"Московская обл.";9;;-1;Europe/Moscow
"Старо Мелково";49823;"Тверская обл.";50;" Конаковский р-н";-1
"Троицкое Татарово";49208;"Владимирская обл.";17;;-1
Зеленец;49388;"Архангельская обл.";66;;-1
Ключики;50170;"Ульяновская обл.";70;;0
Чёлсма;53298;"Костромская обл.";42;;0
Брёхово;53144;"Московская обл.";9;" пос. Кокошкино";-1;Europe/Moscow
Рубцово;53141;"Московская обл.";9;" гор.окр. Истра";-1;Europe/Moscow
Эммануйловка;53547;"Курская обл.";62;;-1;Europe/Moscow
Никольский;53421;"Курская обл.";62;;-1;Europe/Moscow
Маркатушино;53182;"Смоленская обл.";65;;-1
"Лесное озеро";53362;"Курская обл.";62;;-1
"б/о Солнечная Поляна";55390;"Московская обл.";9;" Одинцовский р-н";-1;Europe/Moscow
Бабайки;55400;"Московская обл.";9;" Клинский р-н";-1
Боронский;55247;"Алтай респ.";25;" Суетский р-н";0
Логовское;55270;"Алтай респ.";25;" Первомайский р-н";0
Октябрьский;55087;"Алтай респ.";25;" Змеиногорский р-н";0;Asia/Barnaul
Артемки;55303;"Московская обл.";9;" Шаховской р-н";-1;Europe/Moscow
Анашкино;55169;"Московская обл.";9;" Одинцовский р-н  Крымский с/о";-1
Алферово;55052;"Московская обл.";9;" Павлово-Посадский р-н";-1
Бабынино;55423;"Московская обл.";9;" Шатурский р-н";-1
Бараново;55586;"Московская обл.";9;" Рузский р-н";-1
Карцево;57941;"Московская обл.";9;" г Егорьевск";-1;Europe/Moscow
Каурово;57954;"Московская обл.";9;" Рузский р-н";-1
Квашёнки;57960;"Московская обл.";9;" Талдомский р-н";-1
Локоть;58012;"Алтай респ.";25;" Локтевский р-н";-1;Asia/Barnaul
Зубачево;58032;"Московская обл.";9;" Сергиево-Посадский р-н";-1
Колачево;58075;"Московская обл.";9;" Домодедовский р-н";-1
Косово;58077;"Московская обл.";9;" рп Шаховская";-1;Europe/Moscow
Комлево;58225;"Московская обл.";9;" Коломенский р-н";-1
Комлево;58228;"Московская обл.";9;" Рузский р-н";-1;Europe/Moscow
Красное;58231;"Московская обл.";9;" г Домодедово";-1
Красное;58233;"Московская обл.";9;" рп Серебряные Пруды";-1
"Красная Гора";58106;"Московская обл.";9;" г Шатура";-1
"Красная Горка";58112;"Московская обл.";9;" г. Шатура";-1
Новокалманка;58164;"Алтай респ.";25;" Усть-Калманский р-н";0
Ново-Карцево;57937;"Московская обл.";9;" Дмитровский р-н";-1
Ермолинский;57899;"Московская обл.";9;" Истринский р-н";-1
"дп сдт Полянка";58847;"Московская обл.";9;" Шатурский р-н";-1
"дп сдт Поречье";58851;"Московская обл.";9;" г Звенигород";-1;Europe/Moscow
"дп сдт Рассвет";58860;"Московская обл.";9;" Шатурский р-н";-1
Левинская;58799;"Московская обл.";9;" Шатурский р-н";-1
"дп сдт Онколог-Технолог";58838;"Московская обл.";9;" Шатурский р-н";-1;Europe/Moscow
"дп сдт Орфей";58840;"Московская обл.";9;" Шатурский р-н";-1
"Марфин Брод";58919;"Московская обл.";9;" Можайский р-н";-1;Europe/Moscow
"Машино-испытательной станции";58936;"Московская обл.";9;" Подольский р-н";-1
"дп сдт Строитель";58955;"Московская обл.";9;" Шатурский р-н";-1
"дп сдт Строитель-2";58956;"Московская обл.";9;" Шатурский р-н";-1
"дп сдт Уютное";58961;"Московская обл.";9;" Шатурский р-н";-1
"дп сдт Чайка-2";58965;"Московская обл.";9;" Шатурский р-н";-1
Лашино;58791;"Московская обл.";9;" Рузский р-н";-1
Левино;58796;"Московская обл.";9;" Егорьевский р-н";-1
Мелихово;59034;"Московская обл.";9;" Чеховский р-н";-1;Europe/Moscow
"Иванова Гора";58990;"Московская обл.";9;" Серпуховский р-н";-1
Меньшово;59039;"Московская обл.";9;" Подольский р-н";-1
Победа;59959;"Московская обл.";9;" Наро-Фоминский р-н";-1;Europe/Moscow
"Подсобное х-во 2 Часового Завода";59969;"Московская обл.";9;" Рузский р-н";-1
"Подсобное х-во Марат";59973;"Московская обл.";9;" Подольский р-н";-1
"Подсобное х-во Фабрики Большевик";59977;"Московская обл.";9;;-1;Europe/Moscow
Паткино;59892;"Московская обл.";9;" Озерский р-н";-1
Белоомут;59903;"Московская обл.";9;" Луховицкий р-н";-1;Europe/Moscow
Одинцово-1;59923;"Московская обл.";9;" Одинцовский р-н";-1
Писково;59940;"Московская обл.";9;" Истринский р-н";-1
ПМК-19;59957;"Московская обл.";9;" Солнечногорский р-н";-1
Подлипки;59993;"Московская обл.";9;" СНТ Светлана";-1;Europe/Moscow
Парфентьево;59885;"Московская обл.";9;" Егорьевский р-н";-1
Поливаново;60010;"Московская обл.";9;" г Подольск";-1
Петряиха;60089;"Московская обл.";9;" Рузский р-н";-1
Привалово;60070;"Московская обл.";9;" г Ступино";-1
Севводстрой;60433;"Московская обл.";9;" Рузский р-н";-1
Секирино;60437;"Московская обл.";9;" г Зарайск";-1;Europe/Moscow
Стариково;60505;"Московская обл.";9;" Шаховской р-н";-1
"Сторожка Заповедник";60512;"Московская обл.";9;" Серпуховский р-н";-1
Селеваново;60440;"Московская обл.";9;" Сергиево-Посадский р-н";-1
Старое;60460;"Московская обл.";9;" г Егорьевск";-1
"Стрелковская Фабрика";60521;"Московская обл.";9;" Подольский р-н";-1;Europe/Moscow
Сушки;60551;"Московская обл.";9;" Серпуховский р-н";-1
Темниково;60563;"Московская обл.";9;" рп Шаховская";-1
Смолево;60679;"Московская обл.";9;" Соболевское";-1;Europe/Moscow
"Территория МОПБ-5";60593;"Московская обл.";9;" Сергиево-Посадский р-н";-1
Трусово;60665;"Московская обл.";9;" г Истра";-1
Трегубово;60636;"Московская обл.";9;" г Озеры";-1
"Выставка (Черемушкинское с/п)";63066;"Архангельская обл.";66;" Котласский р-н";0;Europe/Moscow
"Рождествено(Снегири) село";75229;"Московская обл.";9;" городской округ Истра";-1
Бутырки;75352;"Волгоградская обл.";40;" Жирновский р-н";0
Шевченко;75767;"Краснодарский край";7;" Павловский р-н";-1;Europe/Moscow
Кривцово;75769;"Тверская обл.";50;" Калининский р-н";-1
Высокое;75873;"Брянская обл.";29;" Жирятинский р-н";0
"Александровская (Борисовское с/п)";75879;"Вологодская обл.";51;" Бабаевский р-н";0
Семеновка;75818;"Амурская обл.";56;" Бурейский р-н";0
Ляли;75824;"Коми респ.";1;" Княжпогостский р-н";0
Охтеурье;75793;"Ханты-Мансийский авт. округ";11;" Нижневартовский р-н";0;Asia/Yekaterinburg
Бобровка;75860;"Оренбургская обл.";5;" Курманаевский р-н";0;Asia/Yekaterinburg
